gene_symbol	variants	broad_loci_500kb	axes	axis_count	score_bands	source_sets	single_gene_variant_count	three_dimensional_link_count	crispr_link_count	catalog_distinct_exact_rsid_count	max_n_traits	max_n_families	median_max_score	example_variants
ABHD2	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.25505674	rs4932212
ADAM32	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	11	3	0.29418537	rs72638553
ADCYAP1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.23987387	rs7506297
ADORA2A	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.2331666	rs1015011
ANKRD9	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.20688786	rs1044503
ARL14EP	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.22558632	rs480269
ARRB1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.20910762	rs1676890
ATF5	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.2174581	rs3786669
ATOX1	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.20430161	rs3812004
ATPAF2	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.3737	rs11656629
B4GALT5	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.3328287	rs2273086
BCKDHB	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	11	3	0.38431856	rs1892474
BCL2L2	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.22008522	rs10438012
BID	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	14	3	0.47306693	rs713701
BTBD11	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.2124864	rs10861754
BTF3L4	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.23791146	rs6698028
BTG1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.20634261	12_92394861_G_C
CASP3	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.2450583	rs2705901
CASP4	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.27464896	rs632806
CASP8	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.24608666	rs7604223
CCDC14	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.3775224	rs1378812
CD4	1	1	systemic_other	1	hidden_lt0.2	core_exact_n10	1	1	0	1	11	3	0.18154901	rs10774450
CD82	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.23074403	rs1429554
CFTR	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.21799901	rs17545644
CHCHD2	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.23333284	rs2331096
CHD6	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.20279144	rs2145040
CHD9	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.21158297	rs1984470
CHST12	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.20727693	rs6952433
CLINT1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.21892841	rs1186919
CNR2	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.20024188	rs2070953
COL5A2	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.21602383	rs4128539
COPZ1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.2035886	rs11170880
CSAD	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.20081073	rs7139068
CXCL12	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.20714225	rs1253752
CYP4A22	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	3	0.21680565	rs9332978
DDHD1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.22078991	rs9323237
DDN	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	3	0.28210673	rs2453489
DENND4C	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	3	0.28902438	rs2277151
DGKH	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	3	0.3456447	rs9562357
DHRS4	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.23252802	rs12589873
DOCK9	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.22045295	rs9517574
DRAP1	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	12	3	0.2371434	rs521678
DTNA	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.21248522	rs11663468
ENOX1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.20023303	rs9594979
EPB41L4A	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.21354918	rs2140626
EPHB6	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.2498584	rs476826
ETFB	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.27451828	rs10413706
FERMT2	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	13	3	0.3152713	rs12588482
GLG1	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.20478565	rs3863435
GMFB	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.20737717	rs61985959
GNAL	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.23795536	rs1647553
GTF2H5	1	1	systemic_other	1	hidden_lt0.2	core_exact_n10	1	1	0	1	10	3	0.15728094	rs4710052
HRNR	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.2019338	rs11584340
IRAK1BP1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.27635762	rs9361468
ITLN2	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.27434295	rs2249409
KATNAL1	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	11	3	0.3274513	rs202093
KCNAB2	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.27299482	rs3789553
KDM5B	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.24460165	rs4245714
KIF13A	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	3	0.28307772	rs1983575
KRT32	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.24438141	rs2074284
LEKR1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.23003338	rs344048
LPIN1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.20121557	rs4129757
MALT1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.2885625	rs4940731
METTL25	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.23757292	rs10746244
MINDY2	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	3	0.21781011	rs481309
MMRN2	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	11	3	0.4003262	rs4934281
MPP7	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.21433248	rs11006956
MYBL1	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.28396416	rs11787419
MYEF2	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.27175313	rs12914834
MYH8	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	3	0.26967195	rs4239117
NCOA3	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.21264601	rs6094723
NGFR	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.21142341	rs11466164
NIPAL2	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.2947485	rs3735887
NOS1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.2486767	rs1093298
NR2C2	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.23956425	rs6805692
OGFRL1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.22114784	rs489755
OSBPL9	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.22058624	rs6695389
PERP	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.21264166	rs9389547
PIP4K2A	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.29987118	rs11599280
PLEKHF2	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.38314867	rs894151
PLOD2	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.2105155	rs7642940
PRDM8	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.21780099	rs2867696
PRKD2	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.23015201	rs873286
PRRC2B	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.2373248	rs2966343
PRSS3	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.22915314	rs216365
PSMG3	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.23378246	rs17852421
PTPRN2	1	1	systemic_other	1	hidden_lt0.2	core_exact_n10	1	1	0	1	11	3	0.1681731	rs7801395
PTTG2	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.29510006	rs2279027
RAB11FIP4	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.20564757	rs7502871
RAP1GDS1	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	12	3	0.39260662	rs3756088
RBAK	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.26487136	rs2942562
ROGDI	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.24711101	rs741695
RUFY1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.22083534	rs4701139
SCHIP1	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	11	3	0.28089678	rs33051
SGMS2	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.24688369	rs4585383
SHANK1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.20906532	rs919276
SHC2	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.22074606	rs758503
SHTN1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.20524396	rs1898357
SLC38A1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.24417976	rs7488577
SLIRP	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.26842687	rs12878099
SOBP	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.2279078	rs2430464
SORD	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	3	0.33946154	rs12916850
SP3	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.20032749	rs55897814
SPOCD1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.20779997	rs6675370
STRBP	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	3	0.37289312	rs10121252
STRN	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	3	0.2230603	rs45504994
SUSD6	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	3	0.30377632	rs1275823
SYNJ2	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.26839182	rs6921660
SYT8	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.24286707	rs4752761
TCF12	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.21265912	rs7176472
THUMPD2	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.26392913	rs12989245
TIMP2	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.23228762	rs1531795
TMEM181	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.24004091	rs11967873
TRAPPC6B	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.2913586	rs7140561
TTC22	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.20101817	rs299881
TUFT1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.22837788	rs6660238
UBE2F	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.25857443	rs11684091
UHRF2	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.3998262	rs7039182
UPF3A	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.28292945	rs9562202
USP25	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.22231072	rs17307197
USP36	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.2446734	rs4796817
USP7	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.21422222	rs11075084
WDFY1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.20384626	rs519275
XPNPEP3	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.20289305	rs138330
ZC3H6	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	3	3	0.21276353	rs4471897
ZCCHC17	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	3	0.21786085	rs6672056
ZNF516	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	3	0.25498655	rs603772
ZPBP	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	3	0.23944183	rs1911750
CELF2	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	11	2	0.29036602	rs7904961
SLC38A7	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	2	0.2759109	rs30822
TRAP1	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	2	0.31570792	rs2239317
TYW1B	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	2	0.39382738	rs9647777
WDR43	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	2	0.45565215	rs9677133
EPS15L1	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	25	10	0.27711928	rs967886
SLC20A2	1	1	mixed_trait_axis	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	15	10	0.28348807	rs6988483
SLC43A1	1	1	mixed_trait_axis	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	36	10	0.35530838	rs2584856
SMIM19	1	1	mixed_trait_axis	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	15	10	0.28348807	rs6988483
SMTNL1	1	1	mixed_trait_axis	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	36	10	0.35530838	rs2584856
TIMM10	1	1	mixed_trait_axis	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	36	10	0.35530838	rs2584856
FBF1	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	26	9	0.32053697	rs12945114
GPR132	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	15	9	0.39335716	rs2241867
MRPL38	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	26	9	0.32053697	rs12945114
NUDT14	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	15	9	0.39335716	rs2241867
STAU2	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	13	9	0.33149546	rs2623809
TRIM47	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	26	9	0.32053697	rs12945114
TRIM65	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	26	9	0.32053697	rs12945114
UBE2W	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	13	9	0.33149546	rs2623809
ATG4B	1	1	mixed_trait_axis	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	15	8	0.28043252	rs6437282
BPTF	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	19	8	0.2459374	rs7502578
C16ORF96	1	1	mixed_trait_axis	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	16	8	0.3116134	rs3789038
DHFR2	1	1	neuro_systemic	1	hidden_lt0.2	core_exact_n10	0	1	0	1	12	8	0.17079283	rs6786905
DTYMK	1	1	mixed_trait_axis	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	15	8	0.28043252	rs6437282
EPPK1	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	13	8	0.4118546	rs4875060
FAM83H	1	1	mixed_trait_axis	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	18	8	0.34357786	rs4875051
GARNL3	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	9	8	0.20654325	rs2779734
GRIK5	1	1	mixed_trait_axis	1	hidden_lt0.2	core_exact_n10	0	1	0	1	11	8	0.19115101	rs41517547
HSPB11	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	15	8	0.32206914	rs6697447
ING5	1	1	mixed_trait_axis	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	15	8	0.28043252	rs6437282
KPNA2	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	19	8	0.2459374	rs7502578
LRRC42	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	15	8	0.32206914	rs6697447
LZTS2	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	0	1	0	1	11	8	0.18736094	rs1535349
MDH2	1	1	mixed_trait_axis	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	23	8	0.26025394	rs42184
PDZD7	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	0	1	0	1	11	8	0.18736094	rs1535349
PROS1	1	1	neuro_systemic	1	hidden_lt0.2	core_exact_n10	0	1	0	1	12	8	0.17079283	rs6786905
RALGPS1	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	9	8	0.20654325	rs2779734
SEMA4G	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	0	1	0	1	11	8	0.18736094	rs1535349
SLC2A8	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	9	8	0.20654325	rs2779734
SLF2	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	0	1	0	1	11	8	0.18736094	rs1535349
SSBP1	1	1	neuro_systemic	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	14	8	0.28462428	rs11768654
WDFY3	1	1	mixed_trait_axis	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	15	8	0.24599019	rs6531779
ZNF574	1	1	mixed_trait_axis	1	hidden_lt0.2	core_exact_n10	0	1	0	1	11	8	0.19115101	rs41517547
ZNF79	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	9	8	0.20654325	rs2779734
ADAM8	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	16	7	0.23580998	rs10776679
ANKRD36C	1	1	neuro_systemic	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	20	7	0.34702203	rs2969478
ANKRD52	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	7	0.26974043	rs1274493
ARF6	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	14	7	0.2728395	rs3126165
BTBD1	1	1	neuro_systemic	1	hidden_lt0.2	core_exact_n10	0	1	0	1	10	7	0.15289468	rs10152258
CCDC107	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	15	7	0.28472087	rs13291966
CDC23	1	1	mixed_trait_axis	1	hidden_lt0.2	core_exact_n10	0	1	0	1	10	7	0.14850534	rs10038448
CDC25C	1	1	mixed_trait_axis	1	hidden_lt0.2	core_exact_n10	0	1	0	1	10	7	0.14850534	rs10038448
CNPY2	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	7	0.26974043	rs1274493
CS	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	7	0.26974043	rs1274493
EIF4G2	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	17	7	0.33475962	rs4909953
FAM53C	1	1	mixed_trait_axis	1	hidden_lt0.2	core_exact_n10	0	1	0	1	10	7	0.14850534	rs10038448
GALNT4	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	12	7	0.24462157	rs10858884
GNE	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	15	7	0.28472087	rs13291966
GPAA1	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	12	7	0.26020494	rs7459603
HOXA1	1	1	neuro_systemic	1	hidden_lt0.2	core_exact_n10	0	1	0	1	18	7	0.17790943	rs799234
KLHDC1	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	14	7	0.2728395	rs3126165
KRI1	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	9	7	0.27583	rs892010
LIG3	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	0	1	0	1	19	7	0.17307416	rs3135983
MAF1	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	12	7	0.26020494	rs7459603
MRPS26	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	20	7	0.29652452	rs6076448
PLEC	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	12	7	0.26020494	rs7459603
POC1B	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	12	7	0.24462157	rs10858884
PTPRA	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	20	7	0.29652452	rs6076448
RAD51D	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	0	1	0	1	19	7	0.17307416	rs3135983
RNF38	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	15	7	0.28472087	rs13291966
SKAP2	1	1	neuro_systemic	1	hidden_lt0.2	core_exact_n10	0	1	0	1	18	7	0.17790943	rs799234
WDR97	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	12	7	0.26020494	rs7459603
WHAMM	1	1	neuro_systemic	1	hidden_lt0.2	core_exact_n10	0	1	0	1	10	7	0.15289468	rs10152258
ARF3	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	6	0.26789153	rs708242
C8G	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	11	6	0.3336941	rs6560653
CCDC65	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	6	0.26789153	rs708242
CDK19	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	7	6	0.2762611	rs1279596
CHCHD5	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	6	0.23031048	rs10167775
CKAP2	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	25	6	0.4368399	rs2094354
CLDN3	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	9	6	0.25026548	rs4440516
CPNE6	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	6	0.21933872	rs1951635
CSPG5	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	0	1	0	1	13	6	0.17250706	rs6776963
DDB1	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	0	1	0	1	13	6	0.18970318	rs896831
DDX25	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	6	0.26398617	rs2845835
DHX30	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	0	1	0	1	13	6	0.17250706	rs6776963
DNAH6	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	0	1	0	1	12	6	0.18812592	rs12714129
DNAJC21	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	11	6	0.20165749	rs251636
